status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,23,existing credits paid back duly till now,retraining,1688,A61,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,4,real estate,64,none,own,4,unskilled - resident,1,"yes, registered under the customers name",yes,0.291
... >= 200 DM / salary assignments for at least 1 year,58,existing credits paid back duly till now,others,1816,A61,.. >= 7 years,4,female : divorced/separated/married,guarantor,4,real estate,75,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,0.261
... < 0 DM,6,existing credits paid back duly till now,car (used),337,A61,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,63,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,0.152
... < 0 DM,25,existing credits paid back duly till now,car (used),2778,A61,1 <= ... < 4 years,3,female : divorced/separated/married,guarantor,4,real estate,55,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,0.226
0 <= ... < 200 DM,24,existing credits paid back duly till now,retraining,4136,A65,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,64,bank,rent,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.135
... < 0 DM,24,existing credits paid back duly till now,car (used),2897,A61,4 <= ... < 7 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,bank,own,1,skilled employee / official,2,"yes, registered under the customers name",yes,0.238
... >= 200 DM / salary assignments for at least 1 year,60,existing credits paid back duly till now,car (used),3004,A61,1 <= ... < 4 years,4,male : single,guarantor,4,unknown / no property,63,bank,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.193
... >= 200 DM / salary assignments for at least 1 year,6,critical account/ other credits existing (not at this bank),radio/television,2665,A61,1 <= ... < 4 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",24,none,own,4,skilled employee / official,1,"yes, registered under the customers name",yes,0.101
no checking account,22,critical account/ other credits existing (not at this bank),radio/television,276,A61,1 <= ... < 4 years,4,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,2,skilled employee / official,1,none,yes,0.252
no checking account,18,critical account/ other credits existing (not at this bank),others,1846,A61,.. >= 7 years,4,male : single,none,2,real estate,34,none,own,4,skilled employee / official,1,none,yes,0.185
no checking account,18,no credits taken/ all credits paid back duly,radio/television,1808,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",24,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.233
no checking account,56,critical account/ other credits existing (not at this bank),radio/television,1709,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",25,none,own,4,skilled employee / official,2,"yes, registered under the customers name",yes,0.189
... < 0 DM,5,all credits at this bank paid back duly,others,1425,A65,.. >= 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",20,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.193
... < 0 DM,24,no credits taken/ all credits paid back duly,others,553,A65,.. >= 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",40,stores,rent,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.106
... < 0 DM,24,all credits at this bank paid back duly,others,839,A64,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",39,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.278
... < 0 DM,28,all credits at this bank paid back duly,others,8142,A65,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,stores,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.27
... < 0 DM,44,all credits at this bank paid back duly,others,1362,A65,.. >= 7 years,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",75,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.284
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1793,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,28,bank,own,2,skilled employee / official,1,none,yes,0.111
no checking account,18,critical account/ other credits existing (not at this bank),car (new),2834,A61,4 <= ... < 7 years,2,male : single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,31,none,for free,2,skilled employee / official,1,"yes, registered under the customers name",no,0.2
no checking account,18,critical account/ other credits existing (not at this bank),car (new),2706,A61,4 <= ... < 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,31,bank,own,4,skilled employee / official,1,none,yes,0.124
no checking account,23,critical account/ other credits existing (not at this bank),car (new),11610,A61,4 <= ... < 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,43,bank,own,4,skilled employee / official,1,none,yes,0.153
no checking account,34,critical account/ other credits existing (not at this bank),car (new),2766,A61,4 <= ... < 7 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,75,bank,own,4,skilled employee / official,2,none,yes,0.152
no checking account,6,critical account/ other credits existing (not at this bank),business,2291,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",22,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.179
no checking account,12,critical account/ other credits existing (not at this bank),business,276,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.133
... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),business,2281,A61,unemployed,4,male : married/widowed,none,4,if not A121 : building society savings agreement/ life insurance,42,stores,own,4,skilled employee / official,1,"yes, registered under the customers name",yes,0.07
no checking account,12,critical account/ other credits existing (not at this bank),business,2378,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,stores,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.245
no checking account,60,critical account/ other credits existing (not at this bank),business,2281,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.244
no checking account,4,critical account/ other credits existing (not at this bank),business,359,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,1,real estate,19,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.171
no checking account,12,critical account/ other credits existing (not at this bank),others,3469,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,2,real estate,29,none,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,0.17
... >= 200 DM / salary assignments for at least 1 year,12,critical account/ other credits existing (not at this bank),business,1444,A65,4 <= ... < 7 years,4,male : married/widowed,guarantor,4,if not A121 : building society savings agreement/ life insurance,29,none,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.068
no checking account,12,critical account/ other credits existing (not at this bank),business,1260,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,39,none,for free,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.239
no checking account,24,critical account/ other credits existing (not at this bank),business,1419,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,2,real estate,75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.245
no checking account,54,no credits taken/ all credits paid back duly,car (used),5577,A65,1 <= ... < 4 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,21,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,0.153
... >= 200 DM / salary assignments for at least 1 year,53,no credits taken/ all credits paid back duly,car (used),9618,A65,1 <= ... < 4 years,3,male : divorced/separated,none,1,if not A121 : building society savings agreement/ life insurance,40,none,own,1,unskilled - resident,2,none,yes,0.185
no checking account,54,no credits taken/ all credits paid back duly,car (used),9414,A65,1 <= ... < 4 years,2,male : single,none,2,if not A121 : building society savings agreement/ life insurance,39,none,own,1,unskilled - resident,2,none,yes,0.36
no checking account,60,critical account/ other credits existing (not at this bank),car (used),9368,A65,1 <= ... < 4 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,39,none,own,4,unskilled - resident,2,none,yes,0.298
no checking account,54,no credits taken/ all credits paid back duly,car (used),10069,A65,1 <= ... < 4 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,75,none,own,1,unskilled - resident,2,"yes, registered under the customers name",yes,0.227
0 <= ... < 200 DM,7,critical account/ other credits existing (not at this bank),retraining,1036,A61,4 <= ... < 7 years,4,male : married/widowed,none,1,if not A121 : building society savings agreement/ life insurance,19,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.028
0 <= ... < 200 DM,6,delay in paying off in the past,furniture/equipment,4462,A61,unemployed,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,35,bank,rent,2,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.133
0 <= ... < 200 DM,4,delay in paying off in the past,furniture/equipment,276,A61,unemployed,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,36,stores,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.188
0 <= ... < 200 DM,6,delay in paying off in the past,furniture/equipment,1075,A61,unemployed,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,75,stores,own,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.23
0 <= ... < 200 DM,35,delay in paying off in the past,furniture/equipment,944,A61,unemployed,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,34,stores,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.217
no checking account,9,existing credits paid back duly till now,car (new),1188,A65,unemployed,4,male : single,none,4,unknown / no property,24,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.164
no checking account,12,existing credits paid back duly till now,car (new),2822,A65,unemployed,4,male : single,co-applicant,4,unknown / no property,38,bank,rent,4,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",no,0.198
... < 0 DM,12,existing credits paid back duly till now,car (new),2777,A65,unemployed,4,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,38,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0.313
no checking account,16,existing credits paid back duly till now,car (new),5696,A65,unemployed,4,male : single,none,4,unknown / no property,57,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0.203
no checking account,55,existing credits paid back duly till now,car (new),2969,A65,unemployed,4,male : single,none,4,unknown / no property,75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,"yes, registered under the customers name",yes,0.237
... < 0 DM,48,all credits at this bank paid back duly,business,2816,A61,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",26,none,rent,1,skilled employee / official,1,none,yes,0.724
... < 0 DM,48,all credits at this bank paid back duly,business,7689,A61,.. >= 7 years,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,1,none,yes,0.784
... < 0 DM,46,all credits at this bank paid back duly,car (new),8593,A61,4 <= ... < 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",37,none,rent,1,skilled employee / official,2,none,yes,0.755
... < 0 DM,60,all credits at this bank paid back duly,business,7725,A61,4 <= ... < 7 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",40,stores,for free,1,skilled employee / official,1,none,yes,0.746
... < 0 DM,48,all credits at this bank paid back duly,business,10242,A61,4 <= ... < 7 years,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",75,none,rent,4,skilled employee / official,2,none,yes,0.748
... < 0 DM,8,existing credits paid back duly till now,radio/television,1747,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.766
... < 0 DM,24,delay in paying off in the past,radio/television,1318,A61,unemployed,4,male : single,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.717
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,4539,A62,unemployed,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.763
... < 0 DM,24,existing credits paid back duly till now,radio/television,1797,A61,... < 1 year,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.766
... < 0 DM,60,existing credits paid back duly till now,radio/television,1876,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.726
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,... < 1 year,2,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unskilled - resident,1,none,yes,0.703
... < 0 DM,13,existing credits paid back duly till now,radio/television,6017,A61,... < 1 year,2,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,22,none,own,1,unskilled - resident,2,none,no,0.788
no checking account,13,delay in paying off in the past,business,2085,A62,... < 1 year,2,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,own,1,unskilled - resident,1,none,yes,0.75
0 <= ... < 200 DM,13,all credits at this bank paid back duly,radio/television,2122,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,23,none,for free,1,unskilled - resident,2,none,yes,0.755
0 <= ... < 200 DM,34,existing credits paid back duly till now,radio/television,2161,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,if not A121 : building society savings agreement/ life insurance,41,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.746
0 <= ... < 200 DM,44,existing credits paid back duly till now,radio/television,276,A62,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",19,none,for free,1,skilled employee / official,1,none,yes,0.684
... < 0 DM,44,all credits at this bank paid back duly,radio/television,3325,A62,unemployed,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,rent,1,skilled employee / official,2,none,no,0.817
0 <= ... < 200 DM,45,delay in paying off in the past,repairs,4799,A64,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,21,none,rent,1,unemployed/ unskilled - non-resident,1,none,yes,0.767
0 <= ... < 200 DM,60,existing credits paid back duly till now,radio/television,2952,A62,1 <= ... < 4 years,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,unemployed/ unskilled - non-resident,2,none,yes,0.735
0 <= ... < 200 DM,45,existing credits paid back duly till now,radio/television,3061,A62,... < 1 year,4,male : single,guarantor,4,if not A121 : building society savings agreement/ life insurance,75,none,rent,4,unemployed/ unskilled - non-resident,2,none,yes,0.797
... < 0 DM,34,existing credits paid back duly till now,others,15862,A61,unemployed,2,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.75
... < 0 DM,36,delay in paying off in the past,furniture/equipment,15860,A61,.. >= 7 years,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.739
... < 0 DM,54,existing credits paid back duly till now,others,15945,A62,unemployed,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.8
... < 0 DM,36,existing credits paid back duly till now,others,15266,A61,unemployed,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.723
... < 0 DM,59,existing credits paid back duly till now,furniture/equipment,15849,A61,unemployed,4,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.742
0 <= ... < 200 DM,4,existing credits paid back duly till now,radio/television,276,A61,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.721
no checking account,18,existing credits paid back duly till now,radio/television,1143,A61,unemployed,4,male : divorced/separated,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,none,no,0.682
0 <= ... < 200 DM,18,all credits at this bank paid back duly,furniture/equipment,1065,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,25,none,own,1,unskilled - resident,2,none,yes,0.76
0 <= ... < 200 DM,18,existing credits paid back duly till now,radio/television,5902,A61,... < 1 year,4,female : divorced/separated/married,guarantor,4,real estate,29,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.761
... < 0 DM,24,existing credits paid back duly till now,radio/television,1135,A61,1 <= ... < 4 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,4,unskilled - resident,2,none,yes,0.774
... < 0 DM,4,all credits at this bank paid back duly,car (new),1300,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",49,none,own,2,unskilled - resident,1,none,yes,0.742
... < 0 DM,24,critical account/ other credits existing (not at this bank),car (new),276,A61,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,1,unskilled - resident,1,none,no,0.701
... < 0 DM,24,critical account/ other credits existing (not at this bank),business,1144,A63,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.799
... < 0 DM,34,all credits at this bank paid back duly,car (new),806,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,yes,0.768
... < 0 DM,60,critical account/ other credits existing (not at this bank),car (new),2616,A61,.. >= 7 years,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",60,none,own,4,unskilled - resident,2,none,yes,0.733
... < 0 DM,8,all credits at this bank paid back duly,furniture/equipment,1076,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",31,none,own,1,skilled employee / official,1,none,yes,0.712
... < 0 DM,18,existing credits paid back duly till now,business,1132,A61,unemployed,4,female : divorced/separated/married,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,unskilled - resident,1,none,no,0.752
no checking account,19,existing credits paid back duly till now,furniture/equipment,3372,A61,... < 1 year,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.772
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,317,A63,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",33,none,for free,1,skilled employee / official,2,none,yes,0.694
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1125,A61,unemployed,4,female : divorced/separated/married,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,skilled employee / official,2,none,yes,0.72
... < 0 DM,48,all credits at this bank paid back duly,furniture/equipment,5830,A61,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,44,none,for free,4,unemployed/ unskilled - non-resident,2,none,yes,0.767
... < 0 DM,47,no credits taken/ all credits paid back duly,furniture/equipment,7260,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,for free,4,skilled employee / official,2,none,no,0.759
... < 0 DM,48,no credits taken/ all credits paid back duly,repairs,7183,A64,1 <= ... < 4 years,3,male : single,co-applicant,4,unknown / no property,53,none,for free,1,unskilled - resident,2,none,yes,0.722
... < 0 DM,60,no credits taken/ all credits paid back duly,furniture/equipment,7095,A61,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,64,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.819
... < 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,11288,A61,1 <= ... < 4 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,skilled employee / official,2,none,yes,0.68
... < 0 DM,48,all credits at this bank paid back duly,furniture/equipment,5830,A61,1 <= ... < 4 years,3,male : single,none,4,unknown / no property,44,none,for free,4,unemployed/ unskilled - non-resident,2,none,yes,0.767
... < 0 DM,47,no credits taken/ all credits paid back duly,furniture/equipment,7260,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",53,none,for free,4,skilled employee / official,2,none,no,0.759
... < 0 DM,48,no credits taken/ all credits paid back duly,repairs,7183,A64,1 <= ... < 4 years,3,male : single,co-applicant,4,unknown / no property,53,none,for free,1,unskilled - resident,2,none,yes,0.722
... < 0 DM,60,no credits taken/ all credits paid back duly,furniture/equipment,7095,A61,1 <= ... < 4 years,3,male : single,guarantor,4,unknown / no property,64,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.819
... < 0 DM,48,no credits taken/ all credits paid back duly,furniture/equipment,11288,A61,1 <= ... < 4 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,skilled employee / official,2,none,yes,0.68
... < 0 DM,8,existing credits paid back duly till now,radio/television,1747,A61,unemployed,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.766
... < 0 DM,24,delay in paying off in the past,radio/television,1318,A61,unemployed,4,male : single,co-applicant,1,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.717
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,4539,A62,unemployed,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",31,stores,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.763
... < 0 DM,24,existing credits paid back duly till now,radio/television,1797,A61,... < 1 year,4,male : single,guarantor,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.766
... < 0 DM,60,existing credits paid back duly till now,radio/television,1876,A61,unemployed,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",30,stores,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.726
... < 0 DM,26,all credits at this bank paid back duly,radio/television,943,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.801
... < 0 DM,27,existing credits paid back duly till now,radio/television,6346,A61,1 <= ... < 4 years,3,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",27,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,no,0.708
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,3339,A61,1 <= ... < 4 years,4,male : single,guarantor,2,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.751
... < 0 DM,27,existing credits paid back duly till now,radio/television,3441,A61,... < 1 year,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,none,for free,1,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.69
... < 0 DM,60,existing credits paid back duly till now,radio/television,3418,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",32,none,own,4,unemployed/ unskilled - non-resident,2,none,yes,0.752
no checking account,4,existing credits paid back duly till now,car (new),276,A63,.. >= 7 years,4,male : single,guarantor,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no,0.704
... < 0 DM,10,all credits at this bank paid back duly,car (new),1206,A65,... < 1 year,4,male : single,co-applicant,2,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,unemployed/ unskilled - non-resident,2,none,no,0.874
no checking account,10,existing credits paid back duly till now,business,5968,A61,.. >= 7 years,4,male : single,co-applicant,2,if not A121 : building society savings agreement/ life insurance,45,none,own,1,unskilled - resident,1,none,no,0.71
no checking account,10,existing credits paid back duly till now,car (new),1380,A62,.. >= 7 years,4,male : single,co-applicant,4,if not A121 : building society savings agreement/ life insurance,47,none,for free,1,unskilled - resident,2,none,no,0.71
no checking account,18,existing credits paid back duly till now,car (new),1238,A65,.. >= 7 years,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,unskilled - resident,2,none,no,0.674
... < 0 DM,5,all credits at this bank paid back duly,car (new),1479,A61,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,for free,2,unemployed/ unskilled - non-resident,2,none,yes,0.79
... < 0 DM,18,all credits at this bank paid back duly,car (new),276,A64,4 <= ... < 7 years,4,male : single,co-applicant,4,unknown / no property,32,none,for free,2,unskilled - resident,2,none,no,0.714
... < 0 DM,18,all credits at this bank paid back duly,furniture/equipment,4756,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,32,none,for free,4,unskilled - resident,2,none,yes,0.754
... < 0 DM,18,all credits at this bank paid back duly,car (new),1397,A62,... < 1 year,4,male : single,none,4,unknown / no property,36,none,own,4,unskilled - resident,2,none,yes,0.738
... < 0 DM,31,all credits at this bank paid back duly,car (new),1372,A61,4 <= ... < 7 years,4,male : single,guarantor,4,unknown / no property,75,none,for free,4,unskilled - resident,2,none,yes,0.752
... < 0 DM,34,existing credits paid back duly till now,others,15862,A61,unemployed,2,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.75
... < 0 DM,36,delay in paying off in the past,furniture/equipment,15860,A61,.. >= 7 years,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",44,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,none,yes,0.739
... < 0 DM,54,existing credits paid back duly till now,others,15945,A62,unemployed,2,male : divorced/separated,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.8
... < 0 DM,36,existing credits paid back duly till now,others,15266,A61,unemployed,4,male : single,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",43,none,own,1,management/ self-employed/ highly qualified employee/ officer,2,none,no,0.723
... < 0 DM,59,existing credits paid back duly till now,furniture/equipment,15849,A61,unemployed,4,male : divorced/separated,co-applicant,4,"if not A121/A122 : car or other, not in attribute 6",75,none,own,4,management/ self-employed/ highly qualified employee/ officer,2,none,yes,0.742
0 <= ... < 200 DM,4,all credits at this bank paid back duly,car (new),276,A63,... < 1 year,4,male : single,none,2,real estate,28,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.757
... < 0 DM,9,existing credits paid back duly till now,car (new),1582,A65,... < 1 year,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",75,none,own,1,unemployed/ unskilled - non-resident,2,none,yes,0.775
0 <= ... < 200 DM,9,existing credits paid back duly till now,repairs,2934,A65,... < 1 year,4,male : single,co-applicant,2,real estate,35,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,0.744
