status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,4.0,existing credits paid back duly till now,radio/television,276.0,A65,4 <= ... < 7 years,2.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.723
... < 0 DM,18.0,delay in paying off in the past,education,2094.0,A65,4 <= ... < 7 years,2.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,1.0,unskilled - resident,1.0,none,no,0.753
... < 0 DM,18.0,existing credits paid back duly till now,radio/television,1850.0,A65,4 <= ... < 7 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,47.0,none,rent,3.0,unskilled - resident,1.0,none,yes,0.74
... < 0 DM,31.0,existing credits paid back duly till now,radio/television,5266.0,A65,4 <= ... < 7 years,2.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.752
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,furniture/equipment,3929.0,A65,... < 1 year,2.0,male : divorced/separated,none,3.0,"if not A121/A122 : car or other, not in attribute 6",31.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.738
0 <= ... < 200 DM,21.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,4 <= ... < 7 years,2.0,male : single,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",36.0,none,own,2.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.706
0 <= ... < 200 DM,21.0,delay in paying off in the past,retraining,4029.0,A65,4 <= ... < 7 years,2.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",35.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.802
0 <= ... < 200 DM,21.0,existing credits paid back duly till now,furniture/equipment,4043.0,A65,4 <= ... < 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,61.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.749
0 <= ... < 200 DM,39.0,existing credits paid back duly till now,furniture/equipment,7305.0,A65,4 <= ... < 7 years,2.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",35.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.666
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,1463.0,A61,4 <= ... < 7 years,1.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.71
... < 0 DM,5.0,critical account/ other credits existing (not at this bank),retraining,349.0,A61,4 <= ... < 7 years,1.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.757
no checking account,6.0,all credits at this bank paid back duly,radio/television,1625.0,A65,... < 1 year,1.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",25.0,none,rent,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.7
no checking account,6.0,existing credits paid back duly till now,radio/television,1594.0,A61,4 <= ... < 7 years,3.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,49.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.741
no checking account,22.0,critical account/ other credits existing (not at this bank),car (new),1917.0,A61,4 <= ... < 7 years,1.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",24.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.674
0 <= ... < 200 DM,11.0,critical account/ other credits existing (not at this bank),furniture/equipment,276.0,A64,.. >= 7 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.665
0 <= ... < 200 DM,19.0,all credits at this bank paid back duly,furniture/equipment,5348.0,A63,.. >= 7 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,34.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.767
0 <= ... < 200 DM,18.0,critical account/ other credits existing (not at this bank),furniture/equipment,3628.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.697
no checking account,18.0,existing credits paid back duly till now,car (new),3618.0,A61,... < 1 year,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.733
0 <= ... < 200 DM,24.0,critical account/ other credits existing (not at this bank),furniture/equipment,3608.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,66.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.765
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,2888.0,A63,.. >= 7 years,4.0,male : divorced/separated,none,3.0,unknown / no property,32.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.702
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,543.0,A63,4 <= ... < 7 years,4.0,male : single,guarantor,3.0,unknown / no property,32.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.719
no checking account,31.0,existing credits paid back duly till now,retraining,4379.0,A63,.. >= 7 years,4.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,29.0,none,rent,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.714
no checking account,24.0,existing credits paid back duly till now,furniture/equipment,3053.0,A65,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,32.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.725
no checking account,24.0,existing credits paid back duly till now,furniture/equipment,3020.0,A63,.. >= 7 years,4.0,male : single,none,3.0,unknown / no property,73.0,none,for free,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.722
0 <= ... < 200 DM,8.0,existing credits paid back duly till now,furniture/equipment,1093.0,A61,... < 1 year,2.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,24.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.738
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),1318.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,24.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.734
0 <= ... < 200 DM,14.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,real estate,19.0,none,rent,1.0,skilled employee / official,1.0,none,yes,0.733
0 <= ... < 200 DM,8.0,existing credits paid back duly till now,furniture/equipment,3456.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,24.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.735
0 <= ... < 200 DM,8.0,existing credits paid back duly till now,furniture/equipment,1177.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,64.0,none,own,3.0,skilled employee / official,1.0,none,yes,0.725
... < 0 DM,4.0,critical account/ other credits existing (not at this bank),car (new),1168.0,A65,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",60.0,none,own,2.0,unskilled - resident,1.0,none,yes,0.724
0 <= ... < 200 DM,24.0,critical account/ other credits existing (not at this bank),car (new),1163.0,A63,.. >= 7 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,60.0,none,own,2.0,skilled employee / official,1.0,none,yes,0.706
... < 0 DM,24.0,delay in paying off in the past,retraining,276.0,A61,... < 1 year,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",56.0,none,own,4.0,unskilled - resident,1.0,none,yes,0.777
... < 0 DM,24.0,critical account/ other credits existing (not at this bank),car (new),1204.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,3.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.737
... < 0 DM,47.0,critical account/ other credits existing (not at this bank),car (new),1676.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",60.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.776
... < 0 DM,16.0,existing credits paid back duly till now,furniture/equipment,3169.0,A61,... < 1 year,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.76
0 <= ... < 200 DM,24.0,delay in paying off in the past,furniture/equipment,4176.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.776
... < 0 DM,24.0,existing credits paid back duly till now,education,5785.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.72
... < 0 DM,24.0,existing credits paid back duly till now,furniture/equipment,4163.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,28.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.694
... < 0 DM,26.0,existing credits paid back duly till now,furniture/equipment,4077.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.731
0 <= ... < 200 DM,11.0,critical account/ other credits existing (not at this bank),furniture/equipment,276.0,A64,.. >= 7 years,2.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,36.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.731
0 <= ... < 200 DM,18.0,all credits at this bank paid back duly,furniture/equipment,6137.0,A63,.. >= 7 years,3.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,38.0,none,own,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.767
0 <= ... < 200 DM,18.0,critical account/ other credits existing (not at this bank),retraining,3653.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.718
no checking account,18.0,existing credits paid back duly till now,car (new),3629.0,A61,... < 1 year,3.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,37.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.733
0 <= ... < 200 DM,25.0,critical account/ other credits existing (not at this bank),furniture/equipment,3159.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,68.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.771
no checking account,10.0,existing credits paid back duly till now,car (new),1402.0,A65,.. >= 7 years,4.0,male : divorced/separated,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,39.0,none,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.733
no checking account,5.0,delay in paying off in the past,car (new),1351.0,A65,4 <= ... < 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,45.0,none,rent,1.0,unskilled - resident,1.0,none,no,0.79
0 <= ... < 200 DM,29.0,existing credits paid back duly till now,car (new),276.0,A65,.. >= 7 years,4.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,47.0,none,for free,1.0,unskilled - resident,1.0,none,no,0.776
no checking account,10.0,existing credits paid back duly till now,education,3581.0,A65,.. >= 7 years,4.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,45.0,none,for free,3.0,unskilled - resident,1.0,none,yes,0.739
no checking account,10.0,existing credits paid back duly till now,car (new),1282.0,A65,.. >= 7 years,4.0,male : single,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,74.0,none,own,4.0,unskilled - resident,1.0,none,no,0.663
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,car (new),1194.0,A61,1 <= ... < 4 years,1.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,38.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.725
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),education,325.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,50.0,none,rent,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.777
... < 0 DM,6.0,critical account/ other credits existing (not at this bank),education,2878.0,A61,1 <= ... < 4 years,2.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,50.0,none,rent,3.0,unskilled - resident,1.0,none,yes,0.764
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,education,1003.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,60.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.715
... >= 200 DM / salary assignments for at least 1 year,28.0,critical account/ other credits existing (not at this bank),retraining,619.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,51.0,none,for free,4.0,unskilled - resident,1.0,none,yes,0.743
0 <= ... < 200 DM,21.0,critical account/ other credits existing (not at this bank),radio/television,2166.0,A63,1 <= ... < 4 years,2.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,23.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.095
0 <= ... < 200 DM,27.0,critical account/ other credits existing (not at this bank),radio/television,2550.0,A61,1 <= ... < 4 years,4.0,male : single,co-applicant,2.0,"if not A121/A122 : car or other, not in attribute 6",23.0,none,own,2.0,unskilled - resident,1.0,none,no,0.252
... >= 200 DM / salary assignments for at least 1 year,27.0,critical account/ other credits existing (not at this bank),radio/television,2556.0,A63,unemployed,4.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,28.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.16
0 <= ... < 200 DM,27.0,no credits taken/ all credits paid back duly,radio/television,2499.0,A63,1 <= ... < 4 years,4.0,male : married/widowed,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,stores,own,2.0,unskilled - resident,1.0,none,yes,0.252
0 <= ... < 200 DM,38.0,critical account/ other credits existing (not at this bank),radio/television,7340.0,A63,1 <= ... < 4 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,20.0,none,own,2.0,unskilled - resident,2.0,none,yes,0.259
... < 0 DM,9.0,critical account/ other credits existing (not at this bank),business,2417.0,A61,.. >= 7 years,3.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",24.0,stores,own,3.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.093
... < 0 DM,21.0,critical account/ other credits existing (not at this bank),business,276.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",37.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.11
... < 0 DM,27.0,critical account/ other credits existing (not at this bank),car (new),2398.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",43.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.181
... < 0 DM,30.0,critical account/ other credits existing (not at this bank),business,3304.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",46.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.096
... < 0 DM,48.0,critical account/ other credits existing (not at this bank),business,8333.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,stores,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.075
no checking account,4.0,existing credits paid back duly till now,radio/television,370.0,A61,4 <= ... < 7 years,2.0,male : single,none,1.0,unknown / no property,22.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.103
... >= 200 DM / salary assignments for at least 1 year,9.0,critical account/ other credits existing (not at this bank),radio/television,1466.0,A64,4 <= ... < 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",20.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.251
no checking account,9.0,existing credits paid back duly till now,radio/television,1548.0,A61,unemployed,4.0,male : single,co-applicant,3.0,"if not A121/A122 : car or other, not in attribute 6",30.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.267
no checking account,9.0,existing credits paid back duly till now,car (used),1493.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,2.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,own,1.0,skilled employee / official,2.0,none,no,0.288
no checking account,24.0,existing credits paid back duly till now,radio/television,7255.0,A61,4 <= ... < 7 years,4.0,male : single,none,2.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.215
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,603.0,A61,... < 1 year,1.0,male : married/widowed,co-applicant,1.0,real estate,27.0,bank,own,1.0,unskilled - resident,1.0,none,no,0.127
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,radio/television,276.0,A61,4 <= ... < 7 years,3.0,male : married/widowed,none,3.0,real estate,19.0,none,own,1.0,unskilled - resident,1.0,none,yes,0.263
no checking account,6.0,critical account/ other credits existing (not at this bank),radio/television,576.0,A61,... < 1 year,3.0,male : single,none,3.0,real estate,26.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.177
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,641.0,A62,... < 1 year,3.0,male : married/widowed,none,4.0,unknown / no property,26.0,none,own,1.0,unskilled - resident,2.0,none,no,0.218
0 <= ... < 200 DM,13.0,existing credits paid back duly till now,radio/television,6599.0,A61,... < 1 year,3.0,male : married/widowed,none,3.0,real estate,26.0,none,own,1.0,unskilled - resident,1.0,none,no,0.306
... < 0 DM,18.0,existing credits paid back duly till now,radio/television,1624.0,A61,.. >= 7 years,3.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",28.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.239
... < 0 DM,24.0,existing credits paid back duly till now,radio/television,1539.0,A62,unemployed,4.0,female : divorced/separated/married,co-applicant,3.0,unknown / no property,56.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.176
... < 0 DM,24.0,no credits taken/ all credits paid back duly,repairs,481.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",55.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.142
... < 0 DM,24.0,existing credits paid back duly till now,radio/television,1705.0,A61,.. >= 7 years,4.0,male : married/widowed,none,4.0,"if not A121/A122 : car or other, not in attribute 6",65.0,none,own,1.0,skilled employee / official,2.0,none,no,0.302
... < 0 DM,33.0,existing credits paid back duly till now,radio/television,6586.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",55.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.231
0 <= ... < 200 DM,10.0,existing credits paid back duly till now,car (new),1169.0,A61,... < 1 year,2.0,male : single,none,1.0,real estate,23.0,stores,own,1.0,unskilled - resident,1.0,none,yes,0.382
no checking account,24.0,existing credits paid back duly till now,car (new),1231.0,A61,.. >= 7 years,4.0,male : single,guarantor,2.0,real estate,19.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.176
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,car (new),276.0,A61,... < 1 year,4.0,male : single,none,4.0,real estate,45.0,stores,own,1.0,unskilled - resident,2.0,none,yes,0.285
0 <= ... < 200 DM,24.0,existing credits paid back duly till now,car (new),1281.0,A62,... < 1 year,4.0,male : married/widowed,none,2.0,unknown / no property,23.0,stores,own,1.0,unskilled - resident,1.0,none,no,0.295
0 <= ... < 200 DM,27.0,existing credits paid back duly till now,car (new),7817.0,A61,... < 1 year,4.0,male : single,none,2.0,real estate,23.0,stores,own,1.0,unskilled - resident,2.0,none,yes,0.21
0 <= ... < 200 DM,28.0,delay in paying off in the past,car (new),7600.0,A62,.. >= 7 years,1.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",27.0,bank,own,2.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.127
0 <= ... < 200 DM,36.0,delay in paying off in the past,business,8055.0,A62,.. >= 7 years,2.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",50.0,none,own,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,no,0.235
... >= 200 DM / salary assignments for at least 1 year,36.0,critical account/ other credits existing (not at this bank),radio/television,8112.0,A62,.. >= 7 years,2.0,male : single,none,4.0,real estate,42.0,none,own,3.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.089
0 <= ... < 200 DM,36.0,delay in paying off in the past,car (new),8094.0,A62,unemployed,2.0,male : married/widowed,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",42.0,none,own,4.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.157
0 <= ... < 200 DM,46.0,delay in paying off in the past,car (new),13760.0,A62,.. >= 7 years,2.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",42.0,none,own,4.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.303
no checking account,6.0,existing credits paid back duly till now,car (used),935.0,A65,.. >= 7 years,2.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",21.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.144
no checking account,23.0,existing credits paid back duly till now,car (used),6132.0,A65,.. >= 7 years,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",40.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.122
no checking account,17.0,existing credits paid back duly till now,car (used),4407.0,A65,.. >= 7 years,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",34.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.132
no checking account,31.0,existing credits paid back duly till now,car (used),8241.0,A65,.. >= 7 years,3.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",48.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.112
no checking account,47.0,existing credits paid back duly till now,car (used),12816.0,A65,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",64.0,none,own,2.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.109
0 <= ... < 200 DM,5.0,existing credits paid back duly till now,car (new),9957.0,A65,unemployed,1.0,male : single,none,1.0,unknown / no property,23.0,bank,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.128
0 <= ... < 200 DM,7.0,existing credits paid back duly till now,radio/television,14567.0,A65,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.302
... >= 200 DM / salary assignments for at least 1 year,6.0,critical account/ other credits existing (not at this bank),car (used),15386.0,A61,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.189
0 <= ... < 200 DM,42.0,existing credits paid back duly till now,car (new),14609.0,A65,unemployed,1.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,23.0,none,own,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.289
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,car (new),15078.0,A65,unemployed,2.0,male : single,none,3.0,if not A121 : building society savings agreement/ life insurance,40.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.239
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,radio/television,731.0,A61,... < 1 year,1.0,male : single,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,20.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.232
... >= 200 DM / salary assignments for at least 1 year,4.0,critical account/ other credits existing (not at this bank),radio/television,664.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.221
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,repairs,276.0,A61,.. >= 7 years,2.0,female : divorced/separated/married,none,1.0,real estate,29.0,stores,own,1.0,skilled employee / official,1.0,none,yes,0.135
... >= 200 DM / salary assignments for at least 1 year,25.0,delay in paying off in the past,radio/television,5167.0,A61,... < 1 year,2.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,29.0,bank,own,1.0,skilled employee / official,2.0,none,yes,0.23
... >= 200 DM / salary assignments for at least 1 year,6.0,delay in paying off in the past,radio/television,617.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,1.0,if not A121 : building society savings agreement/ life insurance,58.0,bank,own,1.0,skilled employee / official,2.0,none,yes,0.278
... < 0 DM,9.0,existing credits paid back duly till now,radio/television,1304.0,A61,4 <= ... < 7 years,1.0,male : single,none,2.0,real estate,34.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.291
no checking account,9.0,no credits taken/ all credits paid back duly,radio/television,1321.0,A61,4 <= ... < 7 years,3.0,male : single,co-applicant,4.0,real estate,59.0,none,own,1.0,skilled employee / official,2.0,none,no,0.112
... < 0 DM,4.0,existing credits paid back duly till now,repairs,1381.0,A61,.. >= 7 years,3.0,male : single,none,4.0,real estate,71.0,bank,own,1.0,skilled employee / official,1.0,none,yes,0.181
... < 0 DM,9.0,existing credits paid back duly till now,radio/television,276.0,A62,4 <= ... < 7 years,3.0,male : married/widowed,none,4.0,unknown / no property,59.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.278
... < 0 DM,20.0,existing credits paid back duly till now,radio/television,6439.0,A61,4 <= ... < 7 years,3.0,male : single,none,4.0,real estate,59.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.337
0 <= ... < 200 DM,6.0,existing credits paid back duly till now,radio/television,1109.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,guarantor,2.0,real estate,26.0,none,own,1.0,unskilled - resident,2.0,none,yes,0.216
