status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
no checking account,36,existing credits paid back duly till now,car (new),3079,A65,1 <= ... < 4 years,4,male : single,none,4,real estate,36,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2760,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,2828,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,22,stores,own,1,skilled employee / official,1,none,no,0
no checking account,24,existing credits paid back duly till now,radio/television,999,A65,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",25,none,own,2,skilled employee / official,1,none,yes,0
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1169,A65,1 <= ... < 4 years,4,male : single,none,3,if not A121 : building society savings agreement/ life insurance,29,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1149,A64,1 <= ... < 4 years,4,male : single,none,3,real estate,46,none,own,2,skilled employee / official,1,none,yes,0
no checking account,12,critical account/ other credits existing (not at this bank),car (new),1163,A63,1 <= ... < 4 years,4,male : single,none,4,real estate,44,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,existing credits paid back duly till now,car (new),909,A63,.. >= 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,skilled employee / official,1,none,yes,0
no checking account,60,existing credits paid back duly till now,car (new),10366,A61,.. >= 7 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,42,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,car (used),9277,A65,1 <= ... < 4 years,2,male : divorced/separated,none,4,unknown / no property,48,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,36,critical account/ other credits existing (not at this bank),car (used),10477,A65,.. >= 7 years,2,male : single,none,4,unknown / no property,42,none,for free,2,skilled employee / official,1,none,yes,0
no checking account,42,existing credits paid back duly till now,radio/television,7166,A65,4 <= ... < 7 years,2,male : married/widowed,none,4,if not A121 : building society savings agreement/ life insurance,29,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,60,delay in paying off in the past,radio/television,15653,A61,4 <= ... < 7 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",21,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),radio/television,2684,A61,1 <= ... < 4 years,4,male : single,none,2,real estate,35,none,own,2,unskilled - resident,1,none,yes,0
0 <= ... < 200 DM,21,critical account/ other credits existing (not at this bank),furniture/equipment,2745,A64,4 <= ... < 7 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",32,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,30,delay in paying off in the past,business,2503,A62,.. >= 7 years,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,41,stores,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (used),276,A65,4 <= ... < 7 years,4,male : single,none,4,if not A121 : building society savings agreement/ life insurance,26,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),2760,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,36,bank,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,radio/television,1413,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,if not A121 : building society savings agreement/ life insurance,28,none,own,1,skilled employee / official,1,none,yes,0
no checking account,6,existing credits paid back duly till now,furniture/equipment,1543,A64,1 <= ... < 4 years,4,male : divorced/separated,none,2,real estate,33,none,own,1,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,15,existing credits paid back duly till now,radio/television,1444,A65,... < 1 year,4,male : single,none,1,if not A121 : building society savings agreement/ life insurance,23,none,own,1,skilled employee / official,1,none,yes,0
no checking account,12,existing credits paid back duly till now,car (used),1413,A64,4 <= ... < 7 years,3,male : single,none,2,if not A121 : building society savings agreement/ life insurance,55,none,own,1,skilled employee / official,1,none,no,0
no checking account,24,existing credits paid back duly till now,car (new),1474,A62,... < 1 year,4,male : married/widowed,none,3,real estate,33,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,delay in paying off in the past,business,6967,A62,4 <= ... < 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",36,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,60,existing credits paid back duly till now,car (new),6527,A65,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,34,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,48,existing credits paid back duly till now,others,5381,A65,unemployed,3,male : single,none,4,unknown / no property,40,bank,for free,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,4,existing credits paid back duly till now,car (used),6948,A62,4 <= ... < 7 years,2,male : single,none,4,if not A121 : building society savings agreement/ life insurance,36,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,5511,A62,1 <= ... < 4 years,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,stores,own,1,skilled employee / official,1,none,yes,0
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,7721,A65,... < 1 year,1,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,skilled employee / official,1,"yes, registered under the customers name",no,0
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,276,A65,4 <= ... < 7 years,1,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,unskilled - resident,1,"yes, registered under the customers name",no,0
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,276,A65,... < 1 year,1,male : single,none,2,if not A121 : building society savings agreement/ life insurance,30,none,own,1,unemployed/ unskilled - non-resident,1,"yes, registered under the customers name",no,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (used),6948,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",35,none,rent,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,4,existing credits paid back duly till now,furniture/equipment,10722,A63,1 <= ... < 4 years,1,female : divorced/separated/married,co-applicant,1,if not A121 : building society savings agreement/ life insurance,19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,15,existing credits paid back duly till now,car (used),3812,A62,... < 1 year,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,existing credits paid back duly till now,furniture/equipment,3972,A61,4 <= ... < 7 years,2,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,25,none,rent,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,9,existing credits paid back duly till now,education,3832,A65,.. >= 7 years,1,male : single,none,4,real estate,64,none,own,1,unskilled - resident,1,none,yes,0
no checking account,24,delay in paying off in the past,furniture/equipment,4151,A62,1 <= ... < 4 years,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,A65,4 <= ... < 7 years,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),business,4139,A62,1 <= ... < 4 years,3,male : single,none,3,if not A121 : building society savings agreement/ life insurance,27,none,own,2,unskilled - resident,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),car (used),4042,A65,4 <= ... < 7 years,3,male : single,none,4,if not A121 : building society savings agreement/ life insurance,43,none,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
no checking account,24,critical account/ other credits existing (not at this bank),business,4526,A61,1 <= ... < 4 years,3,male : single,none,2,real estate,74,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,0
no checking account,24,delay in paying off in the past,furniture/equipment,4151,A62,1 <= ... < 4 years,2,male : single,none,3,if not A121 : building society savings agreement/ life insurance,35,none,own,2,skilled employee / official,1,none,yes,0
0 <= ... < 200 DM,20,no credits taken/ all credits paid back duly,car (used),6148,A62,.. >= 7 years,3,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,2,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,12,critical account/ other credits existing (not at this bank),radio/television,3905,A62,1 <= ... < 4 years,2,male : single,guarantor,2,if not A121 : building society savings agreement/ life insurance,36,none,rent,1,skilled employee / official,2,"yes, registered under the customers name",yes,0
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),car (new),3878,A62,... < 1 year,4,male : divorced/separated,none,2,"if not A121/A122 : car or other, not in attribute 6",37,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,3620,A61,1 <= ... < 4 years,1,male : single,guarantor,2,if not A121 : building society savings agreement/ life insurance,37,none,own,1,skilled employee / official,2,none,yes,0
... < 0 DM,11,critical account/ other credits existing (not at this bank),car (new),3905,A61,1 <= ... < 4 years,2,male : single,none,2,real estate,36,none,rent,2,skilled employee / official,2,none,yes,0
... >= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,radio/television,3913,A61,1 <= ... < 4 years,2,male : single,none,2,real estate,23,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,0
... < 0 DM,24,existing credits paid back duly till now,car (new),1381,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),276,A61,.. >= 7 years,4,female : divorced/separated/married,none,2,real estate,19,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1245,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,12,existing credits paid back duly till now,business,3161,A61,... < 1 year,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,radio/television,3931,A61,4 <= ... < 7 years,4,male : single,co-applicant,1,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3931,A61,... < 1 year,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),3123,A61,... < 1 year,4,female : divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,27,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),3123,A61,... < 1 year,4,female : divorced/separated/married,none,1,if not A121 : building society savings agreement/ life insurance,31,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),2303,A61,.. >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,repairs,2384,A61,... < 1 year,4,male : single,none,1,unknown / no property,33,none,rent,1,unskilled - resident,1,none,yes,1
... < 0 DM,33,critical account/ other credits existing (not at this bank),furniture/equipment,4281,A63,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,4,critical account/ other credits existing (not at this bank),furniture/equipment,4281,A63,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,4,existing credits paid back duly till now,education,276,A65,... < 1 year,1,male : married/widowed,guarantor,4,unknown / no property,19,stores,own,2,management/ self-employed/ highly qualified employee/ officer,1,none,yes,1
... < 0 DM,4,critical account/ other credits existing (not at this bank),car (used),276,A63,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",23,none,own,2,skilled employee / official,1,none,yes,1
... < 0 DM,9,critical account/ other credits existing (not at this bank),repairs,276,A64,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,unknown / no property,53,bank,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,21,delay in paying off in the past,education,2319,A61,1 <= ... < 4 years,4,male : divorced/separated,none,1,unknown / no property,33,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,no credits taken/ all credits paid back duly,car (used),276,A61,... < 1 year,4,male : divorced/separated,none,1,"if not A121/A122 : car or other, not in attribute 6",19,none,for free,1,unemployed/ unskilled - non-resident,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2473,A61,unemployed,4,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",25,none,own,1,unemployed/ unskilled - non-resident,1,none,yes,1
no checking account,18,delay in paying off in the past,furniture/equipment,1808,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,1,real estate,22,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),2303,A61,.. >= 7 years,4,male : single,co-applicant,1,real estate,45,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,radio/television,3804,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,1,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,business,3345,A61,.. >= 7 years,4,male : single,co-applicant,1,real estate,31,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,45,critical account/ other credits existing (not at this bank),radio/television,4746,A61,... < 1 year,4,male : single,none,2,if not A121 : building society savings agreement/ life insurance,25,none,own,2,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1381,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,... < 1 year,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1245,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
no checking account,36,existing credits paid back duly till now,education,1819,A61,1 <= ... < 4 years,4,male : single,none,4,unknown / no property,37,stores,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,car (new),1842,A61,... < 1 year,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,existing credits paid back duly till now,education,1977,A65,.. >= 7 years,4,male : single,none,4,unknown / no property,40,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
0 <= ... < 200 DM,36,no credits taken/ all credits paid back duly,business,1953,A61,.. >= 7 years,4,male : single,none,4,unknown / no property,61,none,for free,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,9,existing credits paid back duly till now,furniture/equipment,959,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",29,none,own,1,skilled employee / official,1,none,no,1
... < 0 DM,4,all credits at this bank paid back duly,car (new),1193,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,37,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,4,no credits taken/ all credits paid back duly,repairs,1193,A61,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,real estate,19,none,own,1,unskilled - resident,1,none,yes,0
... < 0 DM,4,delay in paying off in the past,education,276,A61,... < 1 year,1,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",19,none,rent,1,unskilled - resident,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,furniture/equipment,3446,A61,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",46,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,delay in paying off in the past,education,6887,A61,1 <= ... < 4 years,4,male : single,none,3,if not A121 : building society savings agreement/ life insurance,29,stores,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,42,existing credits paid back duly till now,radio/television,3965,A61,... < 1 year,4,male : single,none,3,"if not A121/A122 : car or other, not in attribute 6",34,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,36,existing credits paid back duly till now,furniture/equipment,3446,A61,.. >= 7 years,4,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,2,none,yes,1
... < 0 DM,28,existing credits paid back duly till now,car (new),4006,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,28,existing credits paid back duly till now,car (new),4006,A61,1 <= ... < 4 years,3,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",45,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,2462,A61,1 <= ... < 4 years,2,male : single,none,2,"if not A121/A122 : car or other, not in attribute 6",22,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,radio/television,3190,A61,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,A61,4 <= ... < 7 years,3,male : single,none,1,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,1
no checking account,36,existing credits paid back duly till now,furniture/equipment,3349,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,"if not A121/A122 : car or other, not in attribute 6",28,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,existing credits paid back duly till now,car (used),3386,A61,4 <= ... < 7 years,3,male : single,none,4,unknown / no property,35,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3349,A63,... < 1 year,4,male : single,none,4,unknown / no property,30,none,for free,1,skilled employee / official,2,"yes, registered under the customers name",yes,1
... < 0 DM,12,existing credits paid back duly till now,car (used),3386,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,critical account/ other credits existing (not at this bank),radio/television,2246,A61,... < 1 year,3,male : single,none,4,unknown / no property,19,bank,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,3552,A61,4 <= ... < 7 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",27,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,48,existing credits paid back duly till now,domestic appliances,3051,A61,1 <= ... < 4 years,3,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",54,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,existing credits paid back duly till now,car (used),4113,A63,... < 1 year,3,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",28,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,furniture/equipment,3114,A61,... < 1 year,1,female : divorced/separated/married,none,4,if not A121 : building society savings agreement/ life insurance,26,none,rent,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (used),3386,A61,.. >= 7 years,3,male : single,none,4,unknown / no property,35,none,for free,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,4,all credits at this bank paid back duly,car (new),3123,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,30,none,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1381,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,if not A121 : building society savings agreement/ life insurance,35,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,12,existing credits paid back duly till now,car (new),1228,A61,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,24,none,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,6,all credits at this bank paid back duly,education,1228,A61,1 <= ... < 4 years,4,male : single,none,2,unknown / no property,24,none,for free,1,unskilled - resident,1,none,yes,1
0 <= ... < 200 DM,18,critical account/ other credits existing (not at this bank),radio/television,1245,A61,1 <= ... < 4 years,4,male : married/widowed,none,2,"if not A121/A122 : car or other, not in attribute 6",33,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1371,A65,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,25,none,rent,1,skilled employee / official,1,none,yes,1
no checking account,12,delay in paying off in the past,repairs,1555,A64,.. >= 7 years,4,male : single,none,4,unknown / no property,55,none,for free,2,skilled employee / official,2,none,yes,1
... < 0 DM,24,delay in paying off in the past,car (new),1333,A61,unemployed,4,male : single,none,2,real estate,43,none,for free,2,skilled employee / official,2,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,car (new),1442,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",23,none,rent,2,skilled employee / official,1,none,yes,1
... >= 200 DM / salary assignments for at least 1 year,24,critical account/ other credits existing (not at this bank),car (new),1344,A65,4 <= ... < 7 years,4,male : single,none,2,real estate,37,bank,own,2,unskilled - resident,2,none,yes,1
... < 0 DM,18,critical account/ other credits existing (not at this bank),repairs,1190,A61,unemployed,2,female : divorced/separated/married,none,4,unknown / no property,55,none,for free,3,unemployed/ unskilled - non-resident,2,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,radio/television,2439,A61,... < 1 year,4,female : divorced/separated/married,none,4,real estate,35,none,own,1,skilled employee / official,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2746,A61,.. >= 7 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",31,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,2406,A61,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,skilled employee / official,1,none,yes,1
... >= 200 DM / salary assignments for at least 1 year,30,delay in paying off in the past,business,1908,A61,.. >= 7 years,4,male : single,none,4,real estate,66,none,own,1,management/ self-employed/ highly qualified employee/ officer,1,"yes, registered under the customers name",yes,1
... < 0 DM,36,all credits at this bank paid back duly,domestic appliances,276,A61,1 <= ... < 4 years,4,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",65,none,for free,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,no credits taken/ all credits paid back duly,car (used),4153,A61,unemployed,2,male : single,none,4,unknown / no property,19,none,own,1,skilled employee / official,1,none,yes,1
0 <= ... < 200 DM,24,critical account/ other credits existing (not at this bank),furniture/equipment,4736,A61,... < 1 year,2,female : divorced/separated/married,none,4,"if not A121/A122 : car or other, not in attribute 6",25,bank,own,1,unskilled - resident,1,none,yes,1
... < 0 DM,24,existing credits paid back duly till now,furniture/equipment,2996,A65,1 <= ... < 4 years,2,male : married/widowed,none,4,"if not A121/A122 : car or other, not in attribute 6",20,none,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,4,all credits at this bank paid back duly,car (new),3552,A61,1 <= ... < 4 years,2,male : single,none,4,"if not A121/A122 : car or other, not in attribute 6",19,bank,own,1,skilled employee / official,1,none,yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,4153,A61,1 <= ... < 4 years,2,male : single,co-applicant,3,"if not A121/A122 : car or other, not in attribute 6",42,none,own,1,skilled employee / official,1,none,yes,1
