status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,credit_risk
... < 0 DM,4.0,existing credits paid back duly till now,education,276.0,A65,1 <= ... < 4 years,3.0,female : divorced/separated/married,guarantor,3.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.786
no checking account,26.0,existing credits paid back duly till now,retraining,4242.0,A63,4 <= ... < 7 years,3.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",31.0,bank,for free,4.0,unskilled - resident,1.0,none,yes,0.819
... < 0 DM,40.0,all credits at this bank paid back duly,furniture/equipment,8907.0,A64,... < 1 year,4.0,female : divorced/separated/married,none,4.0,if not A121 : building society savings agreement/ life insurance,53.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.796
no checking account,60.0,existing credits paid back duly till now,car (new),15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.838
... >= 200 DM / salary assignments for at least 1 year,13.0,existing credits paid back duly till now,repairs,457.0,A64,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,26.0,bank,for free,1.0,unskilled - resident,2.0,none,no,0.179
no checking account,60.0,critical account/ other credits existing (not at this bank),domestic appliances,13727.0,A62,unemployed,1.0,male : single,none,1.0,real estate,19.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.067
... >= 200 DM / salary assignments for at least 1 year,16.0,critical account/ other credits existing (not at this bank),others,649.0,A61,.. >= 7 years,4.0,female : divorced/separated/married,none,2.0,"if not A121/A122 : car or other, not in attribute 6",30.0,stores,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.223
... >= 200 DM / salary assignments for at least 1 year,60.0,no credits taken/ all credits paid back duly,repairs,13747.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.038
... < 0 DM,34.0,existing credits paid back duly till now,radio/television,5645.0,A61,unemployed,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",54.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.101
... < 0 DM,4.0,existing credits paid back duly till now,car (used),276.0,A64,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.245
... < 0 DM,4.0,no credits taken/ all credits paid back duly,radio/television,3900.0,A62,unemployed,3.0,male : single,none,1.0,unknown / no property,19.0,stores,for free,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.072
... >= 200 DM / salary assignments for at least 1 year,24.0,delay in paying off in the past,domestic appliances,7335.0,A61,1 <= ... < 4 years,3.0,male : married/widowed,guarantor,1.0,real estate,31.0,stores,own,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.115
... < 0 DM,41.0,no credits taken/ all credits paid back duly,car (used),12375.0,A61,unemployed,4.0,male : single,none,2.0,unknown / no property,45.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.02
... < 0 DM,60.0,critical account/ other credits existing (not at this bank),car (used),15945.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,4.0,real estate,75.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.018
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A63,... < 1 year,1.0,male : divorced/separated,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.888
no checking account,4.0,existing credits paid back duly till now,car (new),276.0,A65,... < 1 year,4.0,female : divorced/separated/married,none,1.0,"if not A121/A122 : car or other, not in attribute 6",27.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.766
0 <= ... < 200 DM,29.0,delay in paying off in the past,education,276.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,57.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.936
no checking account,42.0,existing credits paid back duly till now,furniture/equipment,7493.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,2.0,if not A121 : building society savings agreement/ life insurance,64.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.764
no checking account,60.0,all credits at this bank paid back duly,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.835
... < 0 DM,34.0,existing credits paid back duly till now,radio/television,5644.0,A61,unemployed,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",54.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.101
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.831
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A61,... < 1 year,2.0,male : single,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,40.0,none,rent,2.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.777
... < 0 DM,10.0,existing credits paid back duly till now,others,276.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",71.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.844
0 <= ... < 200 DM,33.0,delay in paying off in the past,retraining,7327.0,A61,4 <= ... < 7 years,4.0,male : single,none,4.0,real estate,75.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.793
... < 0 DM,60.0,existing credits paid back duly till now,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.827
0 <= ... < 200 DM,4.0,no credits taken/ all credits paid back duly,car (used),276.0,A62,unemployed,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,yes,0.015
no checking account,32.0,critical account/ other credits existing (not at this bank),education,2225.0,A61,.. >= 7 years,2.0,male : single,none,2.0,unknown / no property,22.0,bank,own,1.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.071
... >= 200 DM / salary assignments for at least 1 year,48.0,delay in paying off in the past,radio/television,6225.0,A62,.. >= 7 years,3.0,male : married/widowed,none,4.0,unknown / no property,43.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.334
0 <= ... < 200 DM,60.0,delay in paying off in the past,education,13574.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,co-applicant,3.0,real estate,63.0,none,for free,1.0,skilled employee / official,2.0,none,yes,0.324
no checking account,60.0,existing credits paid back duly till now,business,15945.0,A64,.. >= 7 years,4.0,male : single,none,4.0,unknown / no property,75.0,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",no,0.039
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,others,11333.0,A62,unemployed,2.0,female : divorced/separated/married,none,3.0,unknown / no property,29.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.083
... < 0 DM,36.0,delay in paying off in the past,retraining,7372.0,A61,4 <= ... < 7 years,4.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",50.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.82
0 <= ... < 200 DM,4.0,existing credits paid back duly till now,car (new),276.0,A63,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,4.0,skilled employee / official,1.0,none,no,0.802
no checking account,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A64,... < 1 year,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,25.0,none,for free,2.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.77
no checking account,16.0,delay in paying off in the past,retraining,1712.0,A65,1 <= ... < 4 years,4.0,male : divorced/separated,co-applicant,4.0,"if not A121/A122 : car or other, not in attribute 6",46.0,stores,rent,4.0,skilled employee / official,1.0,none,yes,0.793
... < 0 DM,36.0,delay in paying off in the past,car (new),6499.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,67.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,no,0.8
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.817
... < 0 DM,32.0,all credits at this bank paid back duly,others,5577.0,A64,.. >= 7 years,1.0,male : single,guarantor,1.0,unknown / no property,21.0,bank,for free,1.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.182
no checking account,48.0,no credits taken/ all credits paid back duly,business,10124.0,A62,1 <= ... < 4 years,2.0,female : divorced/separated/married,co-applicant,2.0,unknown / no property,40.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.052
... < 0 DM,4.0,no credits taken/ all credits paid back duly,radio/television,276.0,A62,unemployed,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,own,1.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.179
no checking account,6.0,no credits taken/ all credits paid back duly,others,4310.0,A64,1 <= ... < 4 years,3.0,male : single,co-applicant,1.0,real estate,19.0,bank,rent,1.0,unskilled - resident,2.0,none,no,0.071
... < 0 DM,18.0,delay in paying off in the past,radio/television,9021.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,2.0,unknown / no property,28.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.105
... >= 200 DM / salary assignments for at least 1 year,38.0,no credits taken/ all credits paid back duly,car (used),14191.0,A61,1 <= ... < 4 years,4.0,male : single,guarantor,3.0,if not A121 : building society savings agreement/ life insurance,45.0,none,own,2.0,skilled employee / official,2.0,"yes, registered under the customers name",yes,0.182
... < 0 DM,60.0,no credits taken/ all credits paid back duly,radio/television,15945.0,A62,1 <= ... < 4 years,4.0,male : single,none,4.0,real estate,75.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,none,no,0.035
... >= 200 DM / salary assignments for at least 1 year,4.0,no credits taken/ all credits paid back duly,business,5852.0,A64,unemployed,1.0,male : single,co-applicant,1.0,unknown / no property,19.0,stores,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.059
no checking account,4.0,all credits at this bank paid back duly,radio/television,276.0,A61,1 <= ... < 4 years,3.0,female : divorced/separated/married,none,3.0,real estate,19.0,bank,own,1.0,unskilled - resident,2.0,"yes, registered under the customers name",no,0.104
... < 0 DM,43.0,all credits at this bank paid back duly,radio/television,276.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,real estate,55.0,bank,own,1.0,unskilled - resident,1.0,none,yes,0.151
0 <= ... < 200 DM,60.0,delay in paying off in the past,radio/television,15945.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,bank,own,4.0,skilled employee / official,2.0,none,yes,0.405
... < 0 DM,18.0,critical account/ other credits existing (not at this bank),car (used),15945.0,A62,1 <= ... < 4 years,4.0,female : divorced/separated/married,guarantor,4.0,real estate,27.0,bank,own,3.0,unskilled - resident,2.0,none,no,0.088
0 <= ... < 200 DM,4.0,critical account/ other credits existing (not at this bank),retraining,276.0,A65,... < 1 year,1.0,male : divorced/separated,co-applicant,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.788
... < 0 DM,4.0,existing credits paid back duly till now,car (new),276.0,A63,4 <= ... < 7 years,2.0,male : single,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,rent,2.0,unskilled - resident,1.0,none,yes,0.781
... < 0 DM,22.0,delay in paying off in the past,education,2739.0,A65,1 <= ... < 4 years,3.0,male : married/widowed,none,4.0,unknown / no property,39.0,stores,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.586
0 <= ... < 200 DM,39.0,existing credits paid back duly till now,radio/television,7664.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,none,no,0.858
... < 0 DM,60.0,existing credits paid back duly till now,retraining,15945.0,A65,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",43.0,none,rent,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.823
... >= 200 DM / salary assignments for at least 1 year,60.0,no credits taken/ all credits paid back duly,repairs,13748.0,A62,1 <= ... < 4 years,1.0,female : divorced/separated/married,co-applicant,1.0,unknown / no property,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",yes,0.038
no checking account,20.0,delay in paying off in the past,repairs,1369.0,A61,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,2.0,real estate,19.0,none,rent,1.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",no,0.23
... < 0 DM,36.0,no credits taken/ all credits paid back duly,domestic appliances,5710.0,A62,unemployed,3.0,male : married/widowed,co-applicant,3.0,real estate,19.0,bank,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.058
... < 0 DM,33.0,existing credits paid back duly till now,repairs,2131.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,real estate,19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.308
no checking account,54.0,critical account/ other credits existing (not at this bank),radio/television,7825.0,A62,unemployed,2.0,male : single,none,2.0,real estate,19.0,none,own,1.0,skilled employee / official,1.0,none,no,0.103
0 <= ... < 200 DM,4.0,delay in paying off in the past,retraining,276.0,A63,4 <= ... < 7 years,1.0,male : divorced/separated,none,2.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,for free,4.0,unskilled - resident,1.0,none,no,0.904
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,car (new),276.0,A65,... < 1 year,2.0,male : divorced/separated,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,29.0,none,rent,3.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.809
no checking account,20.0,delay in paying off in the past,furniture/equipment,276.0,A61,... < 1 year,4.0,female : divorced/separated/married,none,3.0,if not A121 : building society savings agreement/ life insurance,65.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.836
no checking account,36.0,delay in paying off in the past,education,9504.0,A63,... < 1 year,4.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,none,yes,0.865
... >= 200 DM / salary assignments for at least 1 year,60.0,all credits at this bank paid back duly,furniture/equipment,15945.0,A64,... < 1 year,2.0,male : divorced/separated,none,3.0,if not A121 : building society savings agreement/ life insurance,34.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.774
no checking account,4.0,existing credits paid back duly till now,furniture/equipment,6414.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.796
0 <= ... < 200 DM,4.0,delay in paying off in the past,car (new),276.0,A65,1 <= ... < 4 years,2.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",25.0,none,for free,1.0,unskilled - resident,1.0,none,no,0.781
no checking account,4.0,all credits at this bank paid back duly,retraining,276.0,A64,1 <= ... < 4 years,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,61.0,stores,rent,4.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.737
... < 0 DM,41.0,critical account/ other credits existing (not at this bank),car (new),276.0,A65,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.805
no checking account,60.0,delay in paying off in the past,furniture/equipment,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.846
... < 0 DM,4.0,delay in paying off in the past,car (used),9520.0,A61,.. >= 7 years,1.0,male : single,none,3.0,unknown / no property,49.0,bank,own,1.0,management/ self-employed/ highly qualified employee/ officer,2.0,"yes, registered under the customers name",yes,0.021
... >= 200 DM / salary assignments for at least 1 year,6.0,critical account/ other credits existing (not at this bank),radio/television,640.0,A61,.. >= 7 years,4.0,male : single,none,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,none,own,1.0,unemployed/ unskilled - non-resident,1.0,none,no,0.273
no checking account,26.0,no credits taken/ all credits paid back duly,radio/television,8172.0,A62,unemployed,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.073
no checking account,41.0,existing credits paid back duly till now,car (used),10643.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.284
0 <= ... < 200 DM,16.0,all credits at this bank paid back duly,car (new),276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.834
... < 0 DM,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A61,1 <= ... < 4 years,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",22.0,none,rent,3.0,skilled employee / official,1.0,none,no,0.773
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,retraining,276.0,A63,.. >= 7 years,4.0,female : divorced/separated/married,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,55.0,none,rent,4.0,unemployed/ unskilled - non-resident,2.0,"yes, registered under the customers name",yes,0.761
0 <= ... < 200 DM,33.0,existing credits paid back duly till now,car (new),7538.0,A61,.. >= 7 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",66.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.781
0 <= ... < 200 DM,60.0,delay in paying off in the past,car (new),15945.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",yes,0.848
... >= 200 DM / salary assignments for at least 1 year,31.0,critical account/ other credits existing (not at this bank),domestic appliances,2174.0,A61,1 <= ... < 4 years,2.0,male : single,guarantor,2.0,unknown / no property,25.0,bank,for free,1.0,unskilled - resident,2.0,"yes, registered under the customers name",yes,0.177
... < 0 DM,60.0,no credits taken/ all credits paid back duly,car (used),13086.0,A61,unemployed,4.0,male : married/widowed,none,4.0,real estate,65.0,none,for free,4.0,skilled employee / official,2.0,none,no,0.271
... >= 200 DM / salary assignments for at least 1 year,18.0,existing credits paid back duly till now,retraining,2599.0,A61,4 <= ... < 7 years,3.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",42.0,none,rent,4.0,unskilled - resident,1.0,none,yes,0.829
... < 0 DM,39.0,existing credits paid back duly till now,radio/television,4511.0,A61,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,unknown / no property,30.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.147
... >= 200 DM / salary assignments for at least 1 year,60.0,existing credits paid back duly till now,car (used),10248.0,A61,unemployed,4.0,male : divorced/separated,guarantor,4.0,"if not A121/A122 : car or other, not in attribute 6",47.0,none,own,1.0,skilled employee / official,2.0,none,yes,0.275
no checking account,26.0,no credits taken/ all credits paid back duly,radio/television,8174.0,A62,unemployed,1.0,male : single,co-applicant,2.0,if not A121 : building society savings agreement/ life insurance,19.0,bank,rent,1.0,skilled employee / official,2.0,none,yes,0.073
no checking account,41.0,existing credits paid back duly till now,car (used),10646.0,A61,4 <= ... < 7 years,4.0,male : married/widowed,none,3.0,"if not A121/A122 : car or other, not in attribute 6",45.0,none,own,1.0,skilled employee / official,1.0,none,yes,0.284
no checking account,37.0,all credits at this bank paid back duly,car (used),5884.0,A63,.. >= 7 years,4.0,male : single,none,2.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,none,yes,0.273
0 <= ... < 200 DM,56.0,no credits taken/ all credits paid back duly,radio/television,10642.0,A63,1 <= ... < 4 years,4.0,female : divorced/separated/married,none,3.0,real estate,45.0,stores,own,4.0,unskilled - resident,1.0,none,yes,0.191
... >= 200 DM / salary assignments for at least 1 year,4.0,delay in paying off in the past,retraining,276.0,A65,.. >= 7 years,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.83
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,car (new),276.0,A63,... < 1 year,4.0,male : single,guarantor,1.0,if not A121 : building society savings agreement/ life insurance,39.0,none,rent,1.0,skilled employee / official,1.0,none,no,0.791
no checking account,24.0,existing credits paid back duly till now,retraining,2256.0,A65,1 <= ... < 4 years,4.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,62.0,none,for free,2.0,skilled employee / official,1.0,none,yes,0.826
no checking account,47.0,existing credits paid back duly till now,car (new),8127.0,A65,... < 1 year,4.0,male : single,none,3.0,"if not A121/A122 : car or other, not in attribute 6",75.0,none,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.709
0 <= ... < 200 DM,60.0,all credits at this bank paid back duly,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.864
... < 0 DM,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A64,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,own,4.0,skilled employee / official,1.0,none,yes,0.804
0 <= ... < 200 DM,4.0,all credits at this bank paid back duly,furniture/equipment,276.0,A65,1 <= ... < 4 years,1.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,36.0,none,rent,1.0,management/ self-employed/ highly qualified employee/ officer,1.0,"yes, registered under the customers name",no,0.798
... < 0 DM,18.0,existing credits paid back duly till now,education,276.0,A65,.. >= 7 years,3.0,male : divorced/separated,guarantor,4.0,unknown / no property,63.0,none,for free,1.0,unskilled - resident,1.0,"yes, registered under the customers name",yes,0.798
... < 0 DM,37.0,existing credits paid back duly till now,furniture/equipment,8098.0,A61,.. >= 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,own,3.0,unskilled - resident,1.0,none,yes,0.688
0 <= ... < 200 DM,60.0,delay in paying off in the past,retraining,15945.0,A65,4 <= ... < 7 years,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,unskilled - resident,1.0,"yes, registered under the customers name",no,0.858
... >= 200 DM / salary assignments for at least 1 year,4.0,all credits at this bank paid back duly,retraining,276.0,A65,... < 1 year,1.0,male : single,none,1.0,if not A121 : building society savings agreement/ life insurance,19.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.847
... < 0 DM,4.0,existing credits paid back duly till now,education,276.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,32.0,none,for free,1.0,skilled employee / official,1.0,none,yes,0.759
0 <= ... < 200 DM,15.0,delay in paying off in the past,car (new),276.0,A63,... < 1 year,4.0,male : divorced/separated,none,4.0,"if not A121/A122 : car or other, not in attribute 6",63.0,stores,rent,4.0,skilled employee / official,1.0,"yes, registered under the customers name",no,0.814
no checking account,36.0,delay in paying off in the past,retraining,6657.0,A61,1 <= ... < 4 years,4.0,male : married/widowed,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,rent,3.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",yes,0.815
no checking account,60.0,delay in paying off in the past,education,15945.0,A65,... < 1 year,4.0,male : divorced/separated,guarantor,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.877
... >= 200 DM / salary assignments for at least 1 year,24.0,no credits taken/ all credits paid back duly,others,11341.0,A62,unemployed,2.0,female : divorced/separated/married,none,3.0,unknown / no property,29.0,stores,rent,1.0,unemployed/ unskilled - non-resident,2.0,none,no,0.083
... >= 200 DM / salary assignments for at least 1 year,4.0,existing credits paid back duly till now,furniture/equipment,276.0,A65,... < 1 year,1.0,male : divorced/separated,none,1.0,if not A121 : building society savings agreement/ life insurance,21.0,none,rent,2.0,skilled employee / official,1.0,none,yes,0.803
no checking account,4.0,existing credits paid back duly till now,retraining,276.0,A64,.. >= 7 years,4.0,male : single,guarantor,2.0,"if not A121/A122 : car or other, not in attribute 6",43.0,none,for free,3.0,skilled employee / official,1.0,none,yes,0.754
0 <= ... < 200 DM,21.0,all credits at this bank paid back duly,car (new),276.0,A63,... < 1 year,4.0,male : divorced/separated,co-applicant,4.0,if not A121 : building society savings agreement/ life insurance,69.0,none,own,4.0,skilled employee / official,1.0,none,no,0.82
no checking account,40.0,existing credits paid back duly till now,furniture/equipment,6933.0,A61,.. >= 7 years,4.0,male : single,none,3.0,real estate,75.0,none,for free,4.0,unemployed/ unskilled - non-resident,1.0,"yes, registered under the customers name",no,0.684
no checking account,60.0,delay in paying off in the past,retraining,15945.0,A65,... < 1 year,4.0,male : divorced/separated,none,4.0,if not A121 : building society savings agreement/ life insurance,75.0,none,for free,4.0,skilled employee / official,1.0,none,yes,0.864
no checking account,18.0,critical account/ other credits existing (not at this bank),others,15945.0,A61,1 <= ... < 4 years,1.0,female : divorced/separated/married,guarantor,1.0,"if not A121/A122 : car or other, not in attribute 6",19.0,bank,own,1.0,unemployed/ unskilled - non-resident,2.0,none,yes,0.094
... < 0 DM,60.0,delay in paying off in the past,business,9530.0,A61,1 <= ... < 4 years,4.0,male : single,none,4.0,"if not A121/A122 : car or other, not in attribute 6",75.0,stores,own,4.0,unemployed/ unskilled - non-resident,1.0,none,yes,0.313
